"","INDEX","TARGET","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"1263",1586,3595,0,53,0,14,49635.7412769319,"No",158950.834381191,"Yes","M","z_High School","z_Blue Collar",22.6737680635765,"Commercial",8670,10,"Minivan","yes",0,0,"No",0,1,"Highly Urban/ Urban"
"1264",1587,3116,1,36,2,11,43680.1897274725,"No",164454.760372132,"Yes","z_F","z_High School","z_Blue Collar",17.3503855858971,"Commercial",10220,1,"z_SUV","no",6121,2,"No",0,6,"Highly Urban/ Urban"
"1265",1588,3611,0,48,0,0,0,"No",127575.859954735,"Yes","z_F","z_High School","Home Maker",29.7454198541155,"Private",6300,4,"z_SUV","no",0,0,"No",0,9,"Highly Urban/ Urban"
"1266",1589,5557.86777190825,0,40,2,15,74402.0040702945,"No",247416.315963766,"Yes","M","z_High School","z_Blue Collar",43.3120722320911,"Commercial",8940,1,"Pickup","no",2712,2,"No",2,7,"Highly Urban/ Urban"
"1267",1591,1828,0,60,3,17,35092.0512357813,"No",NA,"Yes","M","Masters","Professional",53.5457813473884,"Commercial",20580,11,"Van","yes",2601,1,"No",0,13,"Highly Urban/ Urban"
"1268",1593,1929,0,37,1,11,73941.3353231312,"Yes",265034.637860723,"z_No","z_F","Bachelors","Manager",6.35506600575223,"Private",5200,10,"Sports Car","no",7372,3,"No",4,10,"Highly Urban/ Urban"
"1269",1595,6573,0,35,2,NA,69942.8575708671,"Yes",0,"z_No","M","z_High School","z_Blue Collar",5,"Commercial",11990,1,"Pickup","yes",0,0,"No",2,1,"Highly Urban/ Urban"
"1270",1597,3931,1,39,2,11,43971.4988142238,"No",186085.520242851,"Yes","z_F","z_High School","z_Blue Collar",52.1389584943938,"Private",16540,1,"Minivan","no",0,0,"No",1,1,"Highly Urban/ Urban"
"1271",1599,7481,0,47,0,11,28163.4313584946,"No",126124.814816562,"z_No","z_F","<High School","Clerical",22.1351926997947,"Private",4320,6,"Sports Car","no",17368,2,"Yes",0,5,"Highly Urban/ Urban"
"1272",1600,3666.54195236611,0,55,0,13,56227.1613315383,"No",211231.976342603,"Yes","z_F","z_High School","z_Blue Collar",40.3409601040594,"Commercial",7000,8,"z_SUV","no",6552,1,"No",7,1,"Highly Urban/ Urban"
"1273",1601,8615,1,41,2,10,119353.929584823,"No",309519.817003446,"Yes","M","Masters","",34.0102123857762,"Commercial",5600,7,"Pickup","yes",38312,2,"Yes",4,18,"Highly Urban/ Urban"
"1274",1602,8195.49835666005,0,40,0,8,20753.1155852774,"No",165463.578148566,"z_No","z_F","z_High School","Clerical",64.866474157421,"Private",8570,1,"Sports Car","no",3068,3,"No",4,9,"Highly Urban/ Urban"
"1275",1604,3808,0,19,0,6,5335.63482805064,"No",0,"z_No","z_F","z_High School","Clerical",25.9352016565748,"Private",11650,6,"Sports Car","yes",1845,2,"No",7,1,"Highly Urban/ Urban"
"1276",1605,4090,0,39,0,8,52588.6306202045,"No",0,"z_No","z_F","PhD","",54.5108244946821,"Commercial",25580,16,"Pickup","no",4823,4,"No",6,18,"Highly Urban/ Urban"
"1277",1606,5152,0,43,0,11,79387.9223692189,"No",NA,"Yes","z_F","Bachelors","z_Blue Collar",32.6260030768919,"Commercial",13740,4,"Minivan","no",0,0,"No",2,6,"Highly Urban/ Urban"
"1278",1608,2097,0,48,0,NA,144921.677780712,"No",0,"z_No","M","Masters","",30.5466802690338,"Commercial",33290,4,"Panel Truck","no",0,0,"Yes",0,20,"Highly Urban/ Urban"
"1279",1609,10957.5042949625,1,41,2,13,65885.2638976076,"Yes",0,"z_No","z_F","z_High School","z_Blue Collar",50.5473907917453,"Commercial",12190,1,"z_SUV","no",0,0,"Yes",4,8,"Highly Urban/ Urban"
"1280",1610,2007,0,57,0,8,38253.4726341881,"No",208138.754041079,"z_No","z_F","z_High School","Manager",36.9039074624845,"Private",9690,1,"z_SUV","no",4588,1,"No",6,1,"Highly Urban/ Urban"
"1281",1611,2487,2,37,2,10,107936.835272446,"Yes",297539.07488592,"z_No","z_F","Masters","Lawyer",34.562068090743,"Private",19130,3,"z_SUV","no",5730,3,"No",1,12,"Highly Urban/ Urban"
"1282",1613,12023.8023889089,0,47,0,14,66523.7474521722,"No",0,"z_No","M","Bachelors","Professional",56.3439076973333,"Private",12850,3,"Minivan","yes",0,0,"No",0,12,"Highly Urban/ Urban"
"1283",1614,6539,0,50,0,12,45214.6190253573,"No",0,"z_No","z_F","z_High School","z_Blue Collar",32.6015623406321,"Commercial",26460,6,"Minivan","no",0,0,"No",4,13,"Highly Urban/ Urban"
"1284",1615,5212,0,53,0,11,30318.7526732004,"No",175889.855470309,"z_No","z_F","z_High School","Professional",8.00383440562957,"Private",6800,6,"z_SUV","no",0,0,"No",2,1,"Highly Urban/ Urban"
"1285",1616,1869,0,49,0,0,0,"No",87080.4183118674,"Yes","M","z_High School","Student",68.6532712065203,"Commercial",6400,1,"Pickup","yes",5032,3,"No",7,1,"Highly Urban/ Urban"
"1286",1617,731.303836619346,0,51,0,11,38668.2950894557,"No",0,"z_No","M","Bachelors","Clerical",49.4292791646968,"Private",1500,6,"Minivan","yes",31344,3,"Yes",2,7,"z_Highly Rural/ Rural"
"1287",1618,3872,0,58,0,NA,73463.4242636122,"No",229325.451228782,"Yes","M","Masters","Lawyer",34.2132625009089,"Private",20710,6,"Van","yes",11061,2,"No",2,18,"Highly Urban/ Urban"
"1288",1619,7058,2,57,3,14,106140.30043154,"Yes",347575.845767611,"z_No","z_F","Masters","Lawyer",39.1342924772771,"Private",7200,4,"z_SUV","no",0,0,"Yes",4,15,"Highly Urban/ Urban"
"1289",1620,4042,0,44,0,13,69235.9277540316,"No",266489.448346157,"Yes","z_F","z_High School","z_Blue Collar",37.7741244072197,"Private",5800,1,"Sports Car","no",0,0,"No",0,1,"Highly Urban/ Urban"
"1290",1621,5441,0,39,3,15,12854.0228828134,"Yes",0,"z_No","z_F","<High School","Student",25.0443507071965,"Commercial",12800,11,"z_SUV","no",2452,1,"No",3,8,"z_Highly Rural/ Rural"
"1291",1622,6415,0,40,0,0,0,"No",0,"z_No","z_F","Bachelors","Home Maker",30.5625395582198,"Private",7470,15,"z_SUV","no",9603,2,"No",3,13,"Highly Urban/ Urban"
"1292",1623,3510,0,56,0,0,NA,"No",100226.236130907,"Yes","z_F","Bachelors","Home Maker",32.026046602205,"Private",1500,1,"z_SUV","no",0,0,"No",1,10,"Highly Urban/ Urban"
"1293",1624,8351,0,35,0,7,64379.0086628154,"No",0,"z_No","M","Bachelors","z_Blue Collar",87.725971299216,"Commercial",15030,1,"Minivan","yes",0,0,"No",0,12,"z_Highly Rural/ Rural"
"1294",1625,4090,0,32,3,11,62614.5159779493,"No",184803.21689228,"Yes","M","Masters","",18.2797994568146,"Commercial",24660,1,"Panel Truck","no",2130,2,"No",4,14,"Highly Urban/ Urban"
"1295",1626,1221,0,45,0,0,0,"No",70067.3617545727,"z_No","z_F","Bachelors","Home Maker",40.0601374144379,"Private",6000,1,"z_SUV","no",3373,3,"No",1,11,"Highly Urban/ Urban"
"1296",1628,3547.91929474851,1,54,1,7,64154.7362078893,"No",221443.487671366,"Yes","z_F","Bachelors","Professional",34.4221803826446,"Private",13320,10,"z_SUV","no",7884,5,"No",1,17,"Highly Urban/ Urban"
"1297",1631,31532.4574848674,0,31,4,14,48316.7999398309,"No",133938.555098281,"Yes","z_F","z_High School","Clerical",41.0695262813074,"Private",26130,7,"z_SUV","no",0,0,"No",0,1,"Highly Urban/ Urban"
"1298",1632,3393,2,45,2,16,101470.191547434,"No",321989.856632319,"Yes","z_F","Bachelors","z_Blue Collar",24.599066568068,"Commercial",11840,3,"z_SUV","no",0,0,"Yes",3,11,"Highly Urban/ Urban"
"1299",1633,1791.39445750686,0,32,4,0,0,"No",60950.0802714283,"Yes","M","<High School","Student",36.2353164995503,"Commercial",9150,10,"Pickup","yes",0,0,"No",4,1,"Highly Urban/ Urban"
"1300",1634,8097,0,26,1,7,110880.466970067,"No",282193.590766088,"Yes","z_F","Masters","Manager",29.3401949120774,"Private",3900,18,"z_SUV","no",0,0,"No",3,NA,"Highly Urban/ Urban"
"1301",1635,2827,0,53,0,12,180034.451989036,"No",0,"z_No","z_F","PhD","",26.9706898551551,"Commercial",32950,6,"Pickup","no",3488,2,"No",3,15,"Highly Urban/ Urban"
"1302",1636,2763,0,37,0,13,78340.5114159915,"No",0,"z_No","M","Bachelors","Professional",47.1608936563996,"Commercial",10890,4,"Pickup","yes",3857,4,"No",2,11,"Highly Urban/ Urban"
"1303",1637,6162,0,64,0,14,65397.8529270533,"No",231175.874450546,"Yes","z_F","Masters","Lawyer",52.8931234007066,"Private",13810,11,"Sports Car","no",9658,1,"No",0,15,"Highly Urban/ Urban"
"1304",1638,3677,0,27,3,9,43915.3885825604,"Yes",0,"z_No","M","z_High School","z_Blue Collar",39.446150824872,"Commercial",3260,1,"Minivan","yes",5476,3,"No",2,NA,"Highly Urban/ Urban"
"1305",1639,7531,0,41,0,3,85544.6050937387,"No",0,"z_No","z_F","Masters","Lawyer",35.8407396732341,"Private",6000,1,"Sports Car","no",26003,2,"Yes",4,21,"Highly Urban/ Urban"
"1306",1642,2188,0,37,0,0,0,"No",80900.1878538632,"Yes","z_F","z_High School","Student",40.2061237072723,"Commercial",5200,1,"Sports Car","no",6064,1,"No",0,8,"Highly Urban/ Urban"
"1307",1643,4435,0,56,0,13,231003.562881332,"No",553221.013866442,"Yes","M","PhD","Professional",22.2300655541022,"Commercial",30200,1,"Panel Truck","no",7092,2,"No",0,17,"Highly Urban/ Urban"
"1308",1644,4041,0,55,0,14,37522.7843779703,"No",165341.926520012,"Yes","z_F","<High School","z_Blue Collar",28.1196819796057,"Private",10750,1,"z_SUV","no",0,0,"No",0,NA,"Highly Urban/ Urban"
"1309",1645,7008,0,48,0,0,0,"No",0,"Yes","z_F","z_High School","Student",46.8030745586935,"Commercial",7380,17,"z_SUV","no",4969,1,"No",5,10,"Highly Urban/ Urban"
"1310",1647,3491,0,35,2,NA,66451.6173574885,"Yes",0,"z_No","M","Bachelors","Manager",38.9352405654634,"Private",23100,6,"Minivan","yes",0,0,"No",2,9,"Highly Urban/ Urban"
"1311",1648,3749.32950887438,1,60,1,NA,35120.1349106048,"Yes",0,"z_No","M","<High School","Manager",36.6426870971286,"Commercial",17700,4,"Van","no",0,0,"No",1,5,"Highly Urban/ Urban"
"1312",1649,4876,0,46,0,7,37191.5267168408,"No",139611.581414178,"Yes","M","z_High School","Professional",24.2080856631567,"Commercial",6100,6,"Pickup","no",0,0,"No",4,1,"Highly Urban/ Urban"
"1313",1650,3133.73973588404,0,55,0,13,70838.8120535447,"No",0,"z_No","M","Bachelors","Professional",7.99395153459507,"Commercial",24120,1,"Panel Truck","yes",0,0,"No",1,11,"Highly Urban/ Urban"
"1314",1651,3674,0,53,0,0,0,"No",0,"z_No","z_F","z_High School","Home Maker",27.7427641045787,"Commercial",18070,7,"Pickup","no",20773,3,"Yes",0,NA,"Highly Urban/ Urban"
"1315",1652,3172,0,58,1,0,0,"Yes",0,"z_No","M","z_High School","Student",50.9587798312521,"Private",13140,1,"Minivan","yes",5696,4,"No",9,1,"Highly Urban/ Urban"
"1316",1653,15018.7025326498,0,52,0,11,41366.971720814,"No",198177.404876073,"Yes","M","z_High School","z_Blue Collar",7.02183665265103,"Commercial",10840,1,"Pickup","yes",0,0,"No",2,8,"Highly Urban/ Urban"
"1317",1654,6059,0,47,0,14,19526.7013487967,"No",134740.641255092,"z_No","z_F","z_High School","z_Blue Collar",50.0204420446735,"Commercial",8150,1,"z_SUV","no",23275,1,"Yes",2,1,"Highly Urban/ Urban"
"1318",1655,1519.08384812087,0,38,1,9,19121.683366613,"Yes",0,"z_No","M","z_High School","Professional",39.6104347759175,"Commercial",5300,10,"Pickup","yes",0,0,"Yes",0,1,"Highly Urban/ Urban"
"1319",1656,5270,0,27,3,NA,0,"Yes",0,"z_No","z_F","Bachelors","Student",15.8217922869931,"Commercial",14900,7,"z_SUV","no",33611,1,"Yes",4,8,"Highly Urban/ Urban"
"1320",1657,1911,0,49,0,0,0,"No",0,"z_No","z_F","Bachelors","Student",16.3127740863235,"Commercial",8820,1,"Pickup","no",29572,3,"Yes",2,9,"Highly Urban/ Urban"
"1321",1658,7691.95174794201,0,46,0,8,30110.6030451859,"No",164877.162628267,"z_No","M","<High School","z_Blue Collar",28.2381223507737,"Private",3910,4,"Minivan","yes",0,0,"No",1,1,"Highly Urban/ Urban"
"1322",1659,4638,1,48,0,13,14522.104567926,"No",109990.353917894,"Yes","M","<High School","Clerical",29.093031584384,"Private",14940,6,"Minivan","no",7310,3,"No",8,9,"z_Highly Rural/ Rural"
"1323",1660,1756,0,33,1,9,26176.9208749821,"Yes",113050.277297222,"z_No","M","z_High School","z_Blue Collar",33.3545770745665,"Commercial",6780,10,"Pickup","no",3469,3,"No",5,7,"Highly Urban/ Urban"
"1324",1661,3128,0,42,1,11,44954.948538481,"No",161808.021831085,"Yes","M","Bachelors","Professional",29.8017503047425,"Private",18790,13,"Minivan","yes",0,0,"No",2,7,"Highly Urban/ Urban"
"1325",1663,5386,2,61,2,14,36610.9174237274,"No",172981.66159353,"Yes","M","z_High School","Clerical",28.2511308499697,"Private",8380,7,"z_SUV","yes",1139,3,"No",1,1,"Highly Urban/ Urban"
"1326",1664,2051,0,30,1,10,69357.287093539,"No",227851.657674965,"Yes","z_F","z_High School","z_Blue Collar",33.1474614144814,"Commercial",11440,4,"Sports Car","no",0,0,"No",0,8,"Highly Urban/ Urban"
"1327",1665,6612,0,61,0,12,179535.690861081,"No",481374.612783666,"z_No","M","PhD","Doctor",45.4436574341404,"Private",7600,1,"z_SUV","no",0,0,"No",0,19,"Highly Urban/ Urban"
"1328",1666,5724,1,43,3,17,32505.023648067,"No",162585.688851963,"Yes","z_F","<High School","z_Blue Collar",29.448184381101,"Commercial",3750,6,"Sports Car","no",6714,1,"No",11,1,"Highly Urban/ Urban"
"1329",1667,3347,0,45,1,9,24178.2935648515,"No",115380.658471122,"Yes","z_F","<High School","Clerical",67.2248656641139,"Private",19100,6,"z_SUV","no",7727,3,"Yes",2,1,"Highly Urban/ Urban"
"1330",1669,5381,1,37,2,0,NA,"No",64065.9468641652,"Yes","z_F","z_High School","Home Maker",34.9872939619996,"Private",5390,1,"z_SUV","no",4650,2,"No",4,NA,"Highly Urban/ Urban"
"1331",1670,6076,1,42,2,14,34083.8838427498,"No",121600.999545007,"Yes","M","<High School","Clerical",37.7713297305955,"Private",4910,1,"Pickup","no",0,0,"No",1,NA,"Highly Urban/ Urban"
"1332",1674,4037,0,61,0,14,59689.6712913134,"No",232226.724038922,"Yes","z_F","PhD","Lawyer",44.167514797653,"Private",13570,10,"Sports Car","no",0,0,"No",0,14,"Highly Urban/ Urban"
"1333",1675,1620,1,42,3,12,106193.833059422,"Yes",0,"z_No","z_F","Masters","",32.7879146987485,"Commercial",18760,6,"Pickup","no",0,0,"No",0,8,"Highly Urban/ Urban"
"1334",1676,5216.14417991218,0,39,0,9,54959.9592674201,"No",215876.186622116,"Yes","M","z_High School","z_Blue Collar",5,"Commercial",10450,4,"Pickup","no",0,0,"No",2,5,"Highly Urban/ Urban"
"1335",1677,4174,0,35,2,7,50871.573756059,"No",190621.086848645,"Yes","z_F","z_High School","z_Blue Collar",46.4059801696496,"Commercial",14980,6,"z_SUV","no",35500,1,"Yes",0,4,"Highly Urban/ Urban"
"1336",1678,3737,0,51,0,0,0,"No",0,"Yes","M","z_High School","Student",33.6068336416287,"Commercial",26580,7,"Panel Truck","yes",5921,5,"No",0,1,"Highly Urban/ Urban"
"1337",1679,5139,0,53,0,12,35168.433296695,"No",175878.760993959,"z_No","M","<High School","z_Blue Collar",41.191745180943,"Private",11250,1,"Pickup","yes",5103,3,"No",0,NA,"Highly Urban/ Urban"
"1338",1680,3351,0,54,0,6,52409.1969618595,"No",212451.64930592,"z_No","M","Bachelors","Clerical",39.8534698280173,"Private",12140,3,"Pickup","yes",1986,4,"No",2,7,"Highly Urban/ Urban"
"1339",1681,4440,0,36,0,10,39019.3382207902,"No",182970.122286267,"Yes","z_F","z_High School","Professional",45.996857164133,"Private",14420,3,"z_SUV","no",1414,1,"No",0,NA,"Highly Urban/ Urban"
"1340",1682,4420,0,64,0,12,12290.7370130274,"No",119620.596453322,"Yes","M","<High School","Clerical",33.3084816977706,"Private",15280,1,"z_SUV","no",6247,2,"No",2,3,"Highly Urban/ Urban"
"1341",1683,2829,0,36,0,11,907.373416890785,"No",0,"Yes","M","<High School","Student",43.2472785384212,"Private",8160,1,"Pickup","no",5386,1,"No",4,5,"Highly Urban/ Urban"
"1342",1684,3693,1,42,4,15,9949.97339261681,"No",0,"Yes","z_F","z_High School","Student",37.3707859259861,"Private",18800,8,"Sports Car","no",7942,3,"No",7,1,"Highly Urban/ Urban"
"1343",1685,2778,0,44,2,0,0,"No",0,"Yes","M","z_High School","Student",25.2302846969664,"Private",15070,9,"Minivan","yes",0,0,"No",2,9,"z_Highly Rural/ Rural"
"1344",1687,3442,0,35,0,5,18004.4812138088,"No",0,"z_No","M","z_High School","Clerical",36.0482067450325,"Private",15290,4,"Minivan","yes",0,0,"Yes",0,1,"Highly Urban/ Urban"
"1345",1689,4575,0,33,4,0,0,"No",0,"Yes","M","<High School","Student",5,"Commercial",8700,4,"Pickup","no",0,0,"No",0,1,"Highly Urban/ Urban"
"1346",1690,8199,0,25,1,11,3355.18149550707,"Yes",0,"z_No","M","Bachelors","Student",27.1421387297195,"Commercial",10060,4,"Pickup","yes",0,0,"No",0,5,"Highly Urban/ Urban"
"1347",1691,7108,0,45,2,15,35441.4782719795,"No",143568.604590179,"Yes","z_F","Masters","Lawyer",38.9034916135385,"Private",6000,1,"z_SUV","no",9611,2,"No",6,15,"Highly Urban/ Urban"
"1348",1692,2379,0,54,0,6,55977.0171854932,"No",0,"z_No","M","Bachelors","Professional",45.2425657122427,"Commercial",9790,1,"Pickup","yes",6193,1,"No",4,8,"Highly Urban/ Urban"
"1349",1693,4274,2,40,2,15,40015.3368109101,"Yes",145020.55808046,"z_No","M","z_High School","z_Blue Collar",15.3097110111258,"Commercial",25120,1,"Panel Truck","no",0,0,"No",2,1,"Highly Urban/ Urban"
"1350",1694,2953,0,44,0,0,0,"No",115328.965451108,"Yes","z_F","z_High School","Home Maker",64.8673254729176,"Private",5900,1,"z_SUV","no",3218,1,"No",7,7,"Highly Urban/ Urban"
"1351",1695,5499,0,39,0,11,23919.1771695365,"No",0,"z_No","z_F","<High School","Clerical",28.9825011321486,"Private",5400,6,"Sports Car","no",4031,1,"No",4,6,"Highly Urban/ Urban"
"1352",1697,2217,0,50,0,9,71543.9743334683,"No",0,"z_No","M","z_High School","z_Blue Collar",35.5727029353821,"Commercial",29900,4,"Panel Truck","yes",10768,3,"No",0,9,"Highly Urban/ Urban"
"1353",1698,10209,2,39,3,12,71303.7664230423,"No",NA,"Yes","z_F","Bachelors","Clerical",42.9461516469939,"Commercial",7210,4,"z_SUV","no",0,0,"Yes",2,9,"Highly Urban/ Urban"
"1354",1699,2000,0,61,0,11,80152.9483239465,"No",272445.161294,"z_No","z_F","Masters","Manager",31.5069835733581,"Private",16370,9,"Sports Car","no",0,0,"No",0,15,"Highly Urban/ Urban"
"1355",1700,3585,0,44,0,12,29914.1974402194,"No",0,"z_No","z_F","z_High School","z_Blue Collar",40.874564655314,"Commercial",5900,3,"Sports Car","no",0,0,"No",1,1,"z_Highly Rural/ Rural"
"1356",1702,5800,1,40,2,7,82565.3719564076,"Yes",0,"z_No","M","Bachelors","Professional",13.7423143805966,"Commercial",26440,6,"Panel Truck","yes",3699,3,"No",0,18,"Highly Urban/ Urban"
"1357",1703,3854,0,19,0,5,3871.04442540219,"No",76850.6160632338,"Yes","z_F","z_High School","Manager",48.8073500571844,"Private",3790,3,"z_SUV","no",5194,3,"No",8,5,"Highly Urban/ Urban"
"1358",1704,4873,0,49,0,8,3043.88102788079,"No",0,"z_No","z_F","z_High School","Student",64.5945243237386,"Private",1800,6,"Sports Car","no",0,0,"No",4,NA,"Highly Urban/ Urban"
"1359",1705,4790,0,29,1,14,51724.0638473855,"No",148689.308130097,"Yes","M","z_High School","Professional",44.7915027038167,"Commercial",10330,7,"Pickup","no",0,0,"Yes",2,1,"Highly Urban/ Urban"
"1360",1706,1327.08460971057,1,44,1,15,NA,"No",250379.59919744,"Yes","M","z_High School","z_Blue Collar",5,"Commercial",17730,13,"Van","no",6421,1,"No",0,6,"Highly Urban/ Urban"
"1361",1709,5922,0,50,0,10,NA,"No",NA,"Yes","M","z_High School","Clerical",37.8802473535988,"Private",3630,4,"Minivan","no",3653,1,"No",6,NA,"Highly Urban/ Urban"
"1362",1710,2149,0,40,1,0,0,"Yes",0,"z_No","z_F","Masters","Home Maker",31.5377979672152,"Private",2750,3,"z_SUV","no",39401,3,"Yes",1,10,"Highly Urban/ Urban"
"1363",1711,3527,0,33,1,13,49120.5011919847,"Yes",222341.574004748,"z_No","M","z_High School","Professional",30.567171407899,"Commercial",12170,4,"Pickup","no",3055,2,"No",7,8,"z_Highly Rural/ Rural"
"1364",1712,3620,0,48,0,0,0,"No",0,"z_No","z_F","Bachelors","Home Maker",24.1398187701246,"Private",1500,9,"Sports Car","no",8567,2,"No",9,8,"Highly Urban/ Urban"
"1365",1714,4212,0,41,0,13,39054.755768614,"No",173444.176885835,"Yes","M","<High School","z_Blue Collar",81.2686367809212,"Commercial",26020,4,"Panel Truck","no",1044,2,"No",5,5,"Highly Urban/ Urban"
"1366",1716,3736,0,54,0,14,164419.755432584,"No",402031.231450901,"Yes","z_F","PhD","Lawyer",47.515505979482,"Private",1500,4,"z_SUV","no",10878,1,"No",2,21,"Highly Urban/ Urban"
"1367",1718,13769.6284060198,0,36,3,12,45589.5749874867,"No",172745.010405501,"Yes","z_F","z_High School","Professional",9.28006424974793,"Private",16650,3,"z_SUV","no",0,0,"No",0,5,"Highly Urban/ Urban"
"1368",1719,2663,0,50,0,0,0,"No",122287.152937521,"Yes","M","<High School","Student",65.5983914375463,"Private",1500,1,"Minivan","yes",0,0,"No",0,1,"z_Highly Rural/ Rural"
"1369",1720,5645,0,45,1,0,0,"Yes",0,"z_No","z_F","z_High School","Student",44.123027916708,"Private",1500,4,"Sports Car","no",0,0,"No",1,7,"Highly Urban/ Urban"
"1370",1722,2546,0,22,0,7,12300.8735236997,"No",0,"z_No","z_F","Bachelors","z_Blue Collar",49.1696504232111,"Commercial",8770,6,"Sports Car","yes",9232,3,"No",11,14,"Highly Urban/ Urban"
"1371",1723,1125,0,55,0,10,54877.4929201001,"No",0,"z_No","M","Bachelors","Clerical",37.3038480657862,"Commercial",42170,6,"Panel Truck","yes",0,0,"Yes",0,8,"Highly Urban/ Urban"
"1372",1726,2394,0,31,3,10,26605.8423828025,"Yes",0,"z_No","z_F","z_High School","Student",27.4846696085893,"Commercial",10890,1,"z_SUV","no",4044,2,"No",0,9,"Highly Urban/ Urban"
"1373",1727,5401,1,43,1,9,NA,"Yes",0,"z_No","M","Bachelors","Professional",45.6812569163151,"Private",12830,4,"Minivan","no",1510,1,"Yes",1,1,"Highly Urban/ Urban"
"1374",1728,2931,0,67,1,14,NA,"No",219317.630186537,"Yes","z_F","z_High School","Professional",66.0460266913705,"Private",14080,4,"Sports Car","no",5898,3,"No",3,1,"Highly Urban/ Urban"
"1375",1729,4009,0,43,0,9,53430.962627739,"No",0,"z_No","z_F","Bachelors","Professional",5,"Private",8050,3,"z_SUV","no",4408,1,"No",5,12,"Highly Urban/ Urban"
"1376",1732,7369,0,60,0,13,60431.9468759741,"No",235069.891429431,"Yes","M","Bachelors","Professional",34.895353817209,"Private",18560,1,"Minivan","yes",0,0,"No",0,10,"z_Highly Rural/ Rural"
"1377",1733,5463,0,52,0,NA,NA,"No",NA,"z_No","M","Bachelors","Clerical",35.717835485941,"Commercial",22590,1,"Panel Truck","yes",0,0,"No",1,NA,"Highly Urban/ Urban"
"1378",1735,11212.8686157313,0,26,0,9,24722.2014156799,"No",0,"z_No","z_F","<High School","Clerical",28.406516589896,"Private",9420,6,"z_SUV","no",0,0,"No",1,4,"Highly Urban/ Urban"
"1379",1736,6880,1,38,2,12,14320.1722642607,"Yes",77724.6907296562,"z_No","z_F","z_High School","Home Maker",25.9437983827321,"Private",23950,1,"Minivan","no",3718,1,"No",0,4,"Highly Urban/ Urban"
"1380",1737,4287,0,62,0,14,67112.0872636508,"No",238759.133684656,"Yes","z_F","Bachelors","Professional",32.3789503054465,"Private",18300,1,"Sports Car","no",8363,1,"No",7,1,"Highly Urban/ Urban"
"1381",1738,4586,0,60,2,NA,0,"No",141088.279986939,"Yes","z_F","z_High School","Home Maker",47.4757879489426,"Private",7500,3,"z_SUV","no",0,0,"Yes",2,1,"Highly Urban/ Urban"
"1382",1739,3784,0,43,0,NA,0,"No",84655.5329106896,"Yes","M","z_High School","Student",35.598694283641,"Commercial",24520,1,"Panel Truck","no",1119,1,"No",8,NA,"Highly Urban/ Urban"
"1383",1741,56399.753871588,0,44,2,15,16352.0293105013,"No",134163.638236303,"Yes","z_F","z_High School","Home Maker",36.7948553924897,"Private",9760,1,"z_SUV","no",2316,1,"No",0,1,"Highly Urban/ Urban"
"1384",1742,2386,0,60,0,10,16919.3284584286,"No",116786.270491266,"z_No","z_F","z_High School","Clerical",24.1921325243573,"Private",9190,9,"z_SUV","no",0,0,"No",0,NA,"Highly Urban/ Urban"
"1385",1743,10689.6991697203,0,45,2,15,20652.9753036126,"No",140293.812882401,"Yes","z_F","<High School","Clerical",23.7087195150774,"Commercial",20720,1,"Pickup","no",0,0,"No",0,6,"Highly Urban/ Urban"
"1386",1744,934,0,52,0,11,70197.5477303058,"No",239210.465529012,"Yes","M","Bachelors","z_Blue Collar",41.1333368816512,"Commercial",37810,6,"Panel Truck","no",0,0,"Yes",0,9,"Highly Urban/ Urban"
"1387",1745,1841,2,39,2,11,30289.5435782466,"No",134575.642258708,"Yes","z_F","<High School","z_Blue Collar",20.1106460598341,"Commercial",18270,3,"Pickup","no",2787,3,"No",3,1,"Highly Urban/ Urban"
"1388",1746,5324,0,47,0,15,57446.4084461209,"No",205309.793472419,"Yes","M","z_High School","Professional",29.8473250384742,"Commercial",25090,4,"Panel Truck","no",0,0,"No",1,7,"Highly Urban/ Urban"
"1389",1747,4913,0,38,2,0,0,"Yes",93227.9755101211,"z_No","z_F","<High School","Home Maker",50.6713562249014,"Private",9750,8,"z_SUV","no",11093,3,"No",7,1,"Highly Urban/ Urban"
"1390",1751,4083,0,42,0,NA,56969.1071212147,"No",252556.455527647,"Yes","M","Bachelors","Professional",18.1436893868088,"Commercial",11400,1,"Pickup","no",4512,3,"No",5,10,"Highly Urban/ Urban"
"1391",1752,3459,1,44,2,16,165769.2035235,"No",414539.314695869,"Yes","M","PhD","",27.1005862017018,"Commercial",44250,9,"Panel Truck","yes",26121,4,"Yes",8,11,"Highly Urban/ Urban"
"1392",1753,3091,0,39,2,17,23093.6792075244,"No",140813.060353077,"Yes","z_F","z_High School","z_Blue Collar",27.379168689094,"Commercial",9310,4,"Sports Car","no",4732,2,"No",0,1,"Highly Urban/ Urban"
"1393",1754,3858,0,30,2,12,NA,"No",160464.211179798,"Yes","M","<High School","Clerical",35.2941833783611,"Private",6140,10,"Minivan","yes",696,2,"No",2,1,"Highly Urban/ Urban"
